DataZone,Name,TotPop2011,ResPop2011,HHCnt2011,StdAreaHa,StdAreaKm2,Shape_Leng,Shape_Area,Intermediate_Zone,Council_area,Total_population,Working_Age_population,income_count,employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,crime_count,overcrowded_count,nocentralheating_count,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,broadband,cluster
S01008556,"Gracemount, Southhouse and Burdiehouse - 04","778","778","346","9.659284","0.096593","1633.39358192","96592.8427104","Gracemount, Southhouse and Burdiehouse",City of Edinburgh,"796","496","170","69","145","99","169","96","20","9","124","70","5.42","137","7","5","26","149","13","2.049897172","1.548627892","2.42691838","2.230083333","6.390398458","3.951538462","5.42214653","8.068933162","13.61361183","0","5"
S01008557,"Gracemount, Southhouse and Burdiehouse - 05","928","914","429","34.346339","0.343464","4266.20320874","343463.382194","Gracemount, Southhouse and Burdiehouse",City of Edinburgh,"1432","936","288","137","170","178","272","135","19","7","128","66","4.66","168","7","4","106","141","28","2.449560884","1.811349677","2.418116918","2.366733491","5.834568966","2.978705674","6.233512931","7.935234375","12.16803071","0","2"
S01008558,"Gracemount, Southhouse and Burdiehouse - 06","912","912","433","16.531695","0.165318","2122.73102068","165316.953517","Gracemount, Southhouse and Burdiehouse",City of Edinburgh,"872","534","184","82","160","198","253","103","19","4","120","68","4.35","124","3","3","45","173","36","2.103785636","1.639627193","1.979991776","3.1564375","6.393193531","3.27328084","6.602565789","7.008245614","14.59340735","0","5"
S01008559,Hyvots and Gilmerton - 01,"715","715","295","10.864877","0.108649","1493.15257237","108648.786681",Hyvots and Gilmerton,City of Edinburgh,"710","438","80","43","120","120","44","71","19","0","111","73","4.85","164","8","5","17","150","20","4.335444056","3.178748252","3.05236014","3.812045455","4.49998951","2.653865979","7.335846154","7.092776224","7.631426573","0","5"
S01008560,Hyvots and Gilmerton - 02,"699","699","295","13.553891","0.135538","1604.80859363","135538.903747",Hyvots and Gilmerton,City of Edinburgh,"678","423","120","53","155","87","126","104","19","5","118","62","5","152","4","9","25","123","11","4.06147711","3.233927039","3.097088698","3.730682927","3.813955651","2.770188679","7.647796853","6.856770386","6.890879828","0","5"
S01008561,Hyvots and Gilmerton - 03,"674","674","277","12.618025","0.126179","2381.33924356","126180.242135",Hyvots and Gilmerton,City of Edinburgh,"705","462","66","30","90","330","137","115","15","5","116","69","5.45","134","4","6","27","136","16","3.103772255","2.861906528","3.289124629","3.788324873","3.685916172","3.198468468","8.703568249","8.557581602000001","8.445348664999999","0","2"
S01008562,Hyvots and Gilmerton - 04,"675","675","344","15.773813","0.157739","2527.00751323","157738.138714",Hyvots and Gilmerton,City of Edinburgh,"878","560","259","121","220","270","267","136","26","17","188","73","5.24","144","6","5","22","122","9","3.706477778","3.197425926","3.076411111","2.816883365","3.289185185","3.490331565","8.686562963","7.476644444","7.378407407","0","2"
S01008563,Hyvots and Gilmerton - 05,"830","805","369","14.664031","0.146639","2997.10192154","146640.307904",Hyvots and Gilmerton,City of Edinburgh,"850","562","163","92","160","166","141","124","23","8","128","74","4.86","139","10","5","44","141","17","3.11803012","2.468990964","2.045774096","2.610026178","2.414150602","3.573451613","5.267849398","3.851521084","3.814981928","0","2"
S01008564,Fernieside and Moredun South - 01,"587","587","315","11.23504","0.112351","2121.19144843","112350.400847",Fernieside and Moredun South,City of Edinburgh,"642","413","89","42","140","137","88","140","24","17","148","69","5.5","121","0","7","6","67","15","3.230208688","1.69318569","1.09092845","3.328154762","1.507027257","5.261307692","5.325570698","4.175068143","4.55016184","0","5"
S01008565,Fernieside and Moredun South - 02,"930","928","414","21.7986","0.217986","2968.05274128","217986.001253",Fernieside and Moredun South,City of Edinburgh,"986","593","237","100","170","166","138","102","26","5","130","73","5.1","142","12","4","58","149","7","3.021680108","1.330102151","1.71136828","3.132286184","1.985360215","4.814378882","4.347478495","5.41","5.843096774","0","2"
S01008566,Fernieside and Moredun South - 03,"1066","1064","433","15.937495","0.159376","2317.33145621","159374.960208",Fernieside and Moredun South,City of Edinburgh,"1057","649","191","88","145","187","139","118","22","9","112","69","5.17","158","10","5","84","244","15","3.79190197","2.718524859","2.003234053","2.482293103","2.87999531","5.282347561","9.354146341","7.006074109","9.290450281","0","2"
S01008567,Fernieside and Moredun South - 04,"744","744","289","14.269941","0.1427","2295.70877292","142699.404766",Fernieside and Moredun South,City of Edinburgh,"812","516","140","62","150","126","274","106","17","2","127","66","5.59","124","3","8","27","142","3","3.223551747","3.318561828","1.463918011","1.605049342","3.646337366","4.495617284","11.85706317","4.92858871","11.17870296","0","5"
S01008568,Fernieside and Moredun South - 05,"793","793","350","22.43813","0.22438","3459.56729012","224381.303933",Fernieside and Moredun South,City of Edinburgh,"789","539","52","27","70","66","0","77","15","2","99","78","5.56","85","4","7","30","78","12","3.809155107","3.283798865","2.726421816","3.282645349","4.745428752","4.593010753","10.28474779","9.078852459","10.42978247","0","3"
S01008569,Moredun and Craigour - 01,"640","640","400","2.900556","0.029006","729.377256737","29005.5651279",Moredun and Craigour,City of Edinburgh,"715","504","271","183","270","307","718","136","24","14","148","62","4","194","6","0","69","167","14","3.74196875","3.253105469","2.549601563","3.103571429","4.774675781","4.542933333","8.664070312","7.473570312","8.79753125","0","2"
S01008570,Moredun and Craigour - 02,"961","961","426","10.403508","0.104036","2119.10905716","104035.098321",Moredun and Craigour,City of Edinburgh,"987","635","247","116","175","234","285","141","22","0","148","64","4.97","182","5","4","45","247","24","2.873972425","2.952637877","1.673826743","2.234537954","3.907091571","4.010515152","8.680824661999999","4.334568158","8.656253902","0","2"
S01008571,Moredun and Craigour - 03,"679","672","323","12.606556","0.126065","1910.34312868","126065.569589",Moredun and Craigour,City of Edinburgh,"677","388","110","38","110","74","157","103","22","0","112","72","4.87","99","7","4","82","54","1","2.450493373","2.24115243","1.819536082","2.450033333","3.117279087","3.946019417","7.997485272","5.835055228","8.215552282999999","0","5"
S01008572,Moredun and Craigour - 04,"888","817","346","20.206043","0.202062","2991.94701629","202060.428869",Moredun and Craigour,City of Edinburgh,"927","513","117","44","105","65","52","142","24","5","89","75","5.38","126","1","14","22","63","10","2.259476351","1.731151464","2.389588964","2.877756757","3.293643018","3.159677419","6.251086712","6.60545045","7.160777027","1","5"
S01008573,Liberton East - 01,"892","819","321","22.220645","0.222207","2253.82012739","222206.453585",Liberton East,City of Edinburgh,"909","565","35","22","75","12","0","155","19","5","65","86","6.08","74","2","21","16","50","1","2.599806614","2.330997758","2.980353139","4.148672199","3.389728139","3.986953642","8.260765135","8.486252802999999","8.342214126","1","5"
S01008574,Liberton East - 02,"757","727","293","13.566339","0.135665","1585.62854994","135663.384847",Liberton East,City of Edinburgh,"680","468","23","14","55","21","0","363","13","3","93","88","6.05","47","3","19","9","35","4","3.616704095","3.098632761","3.098929987","2.835307018","5.632034346","2.355373832","12.61440555","12.43214003","14.07910832","0","3"
S01008575,Liberton East - 03,"802","801","335","23.0384","0.230383","2733.69583082","230384.005549",Liberton East,City of Edinburgh,"821","553","13","9","30","13","0","56","11","0","46","89","6.32","47","3","24","10","28","3","3.312562344","2.69728803","2.898341646","3.716891892","6.187721322","3.245942029","11.07051122","11.15251247","14.02850998","0","3"
S01008576,Liberton East - 04,"823","820","386","23.945544","0.239456","2753.2808927","239455.432623",Liberton East,City of Edinburgh,"822","510","36","20","55","47","0","52","15","0","74","91","6.14","50","0","19","11","53","13","2.907894897","1.55605407","2.891400365","3.364074074","4.205425273","2.714166667","5.203863913","7.599729648","8.375710814","0","5"
S01008577,Liberton West and Braid Hills - 01,"903","792","363","26.923899","0.269238","3467.24978192","269238.98651",Liberton West and Braid Hills,City of Edinburgh,"871","474","65","17","75","41","237","190","25","9","85","89","5.81","44","1","23","36","22","1","2.106702658","1.588732004","1.298540975","3.610396825","6.29480897","3.416616162","5.140005537","4.405517719","10.91557586","0","5"
S01008578,Liberton West and Braid Hills - 02,"806","741","291","18.632987","0.18633","2931.21843327","186329.871888",Liberton West and Braid Hills,City of Edinburgh,"838","435","30","4","40","60","0","124","18","0","47",,"6.64","16","0","31","18","13","8","2.679844913","2.154221464","1.467869107","3.246973684","6.407624069","4.290974026","4.778415012","3.496488834","9.260136476","0","5"
S01008579,Liberton West and Braid Hills - 03,"753","639","301","354.336162","3.543361","12370.1672832","3543361.62236",Liberton West and Braid Hills,City of Edinburgh,"999","515","50","26","65","37","23","131","24","6","74",,"6","46","0","20","26","31","10","2.96063745","2.714488712","2.199691235","4.351290323","6.948081009","5.104507042","9.666357902","8.530942895000001","14.19726428","19","3"
S01008580,Liberton West and Braid Hills - 04,"542","542","261","13.843545","0.138435","2130.21552464","138435.44226",Liberton West and Braid Hills,City of Edinburgh,"551","362","48","11","70","518","0","68","14","0","84","88","6","60","0","7","10","54","16","3.48320572","2.105908672","2.926166974","2.224402174","5.704414207","4.203785714","7.158247232","9.741088561","11.17152214","0","5"
S01008581,The Inch - 01,"894","894","464","12.833161","0.128332","2236.43879901","128331.599183",The Inch,City of Edinburgh,"897","624","185","99","160","228","123","113","25","4","121","78","5.71","129","1","6","28","155","26","4.347119687","2.706154922","3.555016779","2.210982659","5.865830537","4.093762887","8.321336689000001","11.5139877","11.88817114","0","2"
S01008582,The Inch - 02,"1020","1020","486","16.540725","0.165407","2404.84796356","165407.241477",The Inch,City of Edinburgh,"1051","720","174","96","125","108","281","138","19","3","95","68","5.35","132","9","10","40","124","23","3.590737745","2.255958333","2.425220588","2.28078","5.275936275","3.687478632","7.420686275","8.536615196","10.18163235","0","2"
S01008583,The Inch - 03,"713","713","352","10.199034","0.101992","2081.19166892","101990.343165",The Inch,City of Edinburgh,"727","465","117","49","125","135","117","96","17","6","108","79","5.41","82","5","9","24","133","10","3.929088359","1.9964446","4.251115007","2.309971264","4.897542076","3.318502538","6.601924965","9.686647966000001","9.427149369","0","2"
S01008584,The Inch - 04,"859","857","394","11.286023","0.11286","2583.96095608","111645.033682",The Inch,City of Edinburgh,"873","550","125","50","100","113","222","93","18","3","88","78","5.28","87","1","6","18","141","18","4.136440629","2.371362049","4.69492142","3.196946903","4.63056461","3.913238095","9.151653085","11.94813155","10.8719092","0","2"
S01008585,The Inch - 05,"598","598","249","19.208596","0.192085","2840.10181099","192085.967607",The Inch,City of Edinburgh,"611","400","133","52","115","55","130","81","16","15","99","61","5.05","106","3","8","19","106","13","3.981413043","2.699531773","5.044034281","3.084073034","4.200334448","4.209188034","9.697282609","13.24670151","10.4188796","0","2"
S01008586,The Inch - 06,"811","811","360","15.384229","0.153842","3062.79831353","153842.289616",The Inch,City of Edinburgh,"848","541","125","47","140","71","108","109","19","2","122","75","5.17","138","6","4","25","176","26","4.332426017","1.822786683","4.625662762","2.547923497","5.185752158","4.059615385","6.976004932","12.69453761","11.78148582","0","2"
S01008587,"Blackford, West Mains and Mayfield Road - 01","914","754","316","136.407222","1.364072","8207.65316718","1364072.22139","Blackford, West Mains and Mayfield Road",City of Edinburgh,"1138","797","52","13","50","11","13","193","15","3","70","88","6.43","40","0","6","56","35","6","2.873164661","2.780147702","3.695850656","3.827007042","5.332324945","6.188014706","6.45166302","7.265867068","7.642360503","4","5"
S01008588,"Blackford, West Mains and Mayfield Road - 02","775","775","344","14.01705","0.140169","2482.45983953","140170.491193","Blackford, West Mains and Mayfield Road",City of Edinburgh,"865","529","21","10","30","28","17","68","12","4","62","95","6.36","21","3","20","6","53","6","3.949225806","3.291248387","1.29613871","5.138172269","4.810722581","6.637038043","8.510387097000001","3.119767742","9.575464516","0","5"
S01008589,"Blackford, West Mains and Mayfield Road - 03","390","390","172","5.695365","0.056954","1016.09678788","56953.6476854","Blackford, West Mains and Mayfield Road",City of Edinburgh,"389","234","28","4","60","125","43","67","16","0","78","90","6","55","0","21","8","10","1","2.757179487","3.118769231","1.532538462","4.904285714","4.601576923","6.206212121","9.870628204999999","5.904282051","11.26884615","0","5"
S01008590,"Blackford, West Mains and Mayfield Road - 04","759","759","413","7.549563","0.07549500000000001","1635.5085816","75495.62722730001","Blackford, West Mains and Mayfield Road",City of Edinburgh,"817","509","19","7","50","27","0","75","12","0","59","91","6.06","26","2","12","8","41","11","3.240263505","3.957364954","1.995823452","5.528676923","5.437875494","7.112828685","10.58682477","4.713017128","10.44841238","0","5"
S01008591,"Blackford, West Mains and Mayfield Road - 05","824","807","327","9.760588","0.097606","2453.13900569","97605.882021","Blackford, West Mains and Mayfield Road",City of Edinburgh,"870","602","34","19","40","141","159","62","13","3","59",,"6.57","43","1","19","9","64","9","2.348828883","3.533853155","2.588206917","5.042463768","5.24089199","7.424375","9.595810073000001","6.582354369","9.492239078000001","0","5"
S01008592,"Blackford, West Mains and Mayfield Road - 06","760","760","356","10.424288","0.104243","1458.73299696","104242.883514","Blackford, West Mains and Mayfield Road",City of Edinburgh,"896","635","57","31","70","81","72","99","13","0","78","86","5.64","54","1","15","11","106","12","3.533891447","4.577572368","2.973384868","5.443080569","5.942529605","7.910386905","10.49015132","6.854072368","9.280710526","0","5"
S01008593,"Blackford, West Mains and Mayfield Road - 07","780","776","309","16.895323","0.168953","2477.14151602","168953.228999","Blackford, West Mains and Mayfield Road",City of Edinburgh,"763","448","9","9","25","20","0","69","12","0","60",,"6.36","20","0","69","30","20","7","1.919554487","3.173458333","3.819439103","4.349014085","4.627788462","7.549642857","7.154266026","7.240179487","7.552910256","0","3"
S01008594,"Blackford, West Mains and Mayfield Road - 08","1038","961","428","26.723136","0.267232","3417.91200399","267231.356961","Blackford, West Mains and Mayfield Road",City of Edinburgh,"1114","652","35","20","45","46","82","89","15","6","55","93","5.61","24","0","13","28","71","17","1.909600193","2.884600193","3.52267341","4.328229814","4.635175819","7.564320388","6.339084778","6.363911368","6.879906069","0","5"
S01008595,Prestonfield - 01,"905","842","508","27.113809","0.271138","3433.49444647","271138.098417",Prestonfield,City of Edinburgh,"854","542","179","88","165","136","304","164","26","4","126","84","5.42","119","8","6","36","171","8","2.734555249","2.76901105","5.677143646","1.438965517","3.021491713","6.350625","6.957237569","11.19633702","7.079635359","0","2"
S01008596,Prestonfield - 02,"852","852","455","10.490617","0.104906","2040.6208118","104906.178955",Prestonfield,City of Edinburgh,"891","645","124","67","125","147","345","110","18","14","108","88","5.8","123","10","4","19","181","9","3.079850352","1.77881162","5.007919601","1.855111732","3.44221831","6.789932432","5.030622066","10.43861502","7.49536385","0","2"
S01008597,Prestonfield - 03,"880","880","388","65.332967","0.65333","4675.07697131","653329.653248",Prestonfield,City of Edinburgh,"844","517","23","11","50","41","40","60","14","0","70","89","6.2","49","0","12","11","40","10","3.879673295","2.044431818","5.045747159","2.275545455","4.2749375","6.912916667","7.347073864","12.47599716","9.742215909","0","6"
S01008598,Prestonfield - 04,"837","812","329","7.475151","0.074752","1633.40078172","74751.514465",Prestonfield,City of Edinburgh,"800","598","42","21","60","30","125","59","15","0","75","86","6.13","41","5","12","6","185","17","3.517075866","0.989563919","4.156514337","2.75755102","4.434232378","7.407745098","2.747401434","9.067544803000001","7.859707288","0","5"
S01008599,Newington and Dalkeith Road - 01,"919","896","366","21.950234","0.219503","3254.50731037","219502.330377",Newington and Dalkeith Road,City of Edinburgh,"870","623","11","14","25","36","15","39","9","12","42","85","5.67","19","2","9","38","118","10","2.829393362","1.175318281","3.529959195","3.792689243","4.676819913","7.823529412","3.768721436","7.282962459","8.090174102000001","0","5"
S01008600,Newington and Dalkeith Road - 02,"847","797","306","15.101581","0.151016","2164.60366224","151015.816297",Newington and Dalkeith Road,City of Edinburgh,"1137","710","49","29","30","75","108","96","11","4","46","85","6.33","29","3","17","16","118","33","2.024498229","1.76318477","2.470687721","2.812824268","4.398916765","7.392769953","4.4920366","5.58635183","7.200053129","2","5"
S01008601,Newington and Dalkeith Road - 03,"2533","752","314","24.994679","0.249946","3030.35166514","249946.797817",Newington and Dalkeith Road,City of Edinburgh,"2147","2032","30","15","30","77","65","126","10","0","65","82",,"53","0","8","18","262","15","3.183741611","2.610659297","2.938726806","1.624158416","3.307971773","6.147525253","7.17569088","7.405490525","8.240875444","35","5"
S01008602,Newington and Dalkeith Road - 04,"650","557","323","3.421202","0.034212","1631.83709246","34212.0228444",Newington and Dalkeith Road,City of Edinburgh,"667","549","37","19","55","40","35","79","11","8","71","83","5.67","30","2","2","8","113","19","3.922457692","2.446515385","2.568276923","1.468728814","2.883011538","6.743858696","7.084576923","8.168269231","8.715588461999999","0","5"
S01008603,Newington and Dalkeith Road - 05,"1121","1121","544","5.294937","0.052949","1822.74666247","52949.359874",Newington and Dalkeith Road,City of Edinburgh,"1109","996","68","41","80","93","94","84","14","17","70","80",,"47","0","10","9","327","78","3.587321588","1.95544826","1.833046387","1.283395062","2.145533006","6.25738806","4.939099019","4.802187779","5.008608385","0","5"
S01008604,The Grange - 01,"933","863","418","12.056716","0.120567","2351.7905315","120567.155681",The Grange,City of Edinburgh,"1121","907","33","29","45","65","103","50","11","4","44","84","6.25","24","0","4","13","127","13","1.034648982","2.745659164","1.823823687","3.759039409","4.494796356","7.065766423","6.902355305","3.737419614","7.19994105","16","5"
S01008605,The Grange - 02,"702","702","337","7.566417","0.075666","1808.111246","75664.164662",The Grange,City of Edinburgh,"693","555","18","9","25","34","0","38","9","0","33",,"6.38","20","8","3","12","130","33","0.885865385","2.485042735","1.964868234","3.784583333","3.882200855","5.743684211","7.024725783","4.618148148","8.425227919999999","1","5"
S01008606,The Grange - 03,"767","763","287","10.355785","0.103558","2157.93512976","103557.852543",The Grange,City of Edinburgh,"743","444","16","11","35","21","106","55","11","0","60",,"6.59","9","3","23","15","56","6","1.629768579","2.90833116","2.527252282","4.729422111","4.67815515","6.633902439","8.474498044000001","6.779986962","9.597897653","0","5"
S01008607,The Grange - 04,"630","628","283","16.633966","0.166339","3159.30767435","166339.680359",The Grange,City of Edinburgh,"613","302","21","8","35","17","0","46","11","0","60",,"6.71","6","0","29","15","20","3","1.787753968","1.889920635","2.503714286","3.631923077","3.285373016","5.318734177","5.849301587","5.52281746","7.827734127","5","5"
S01008608,The Grange - 05,"751","706","326","15.283589","0.152835","2575.67408511","152835.890544",The Grange,City of Edinburgh,"783","433","21","7","40","15","23","117","15","0","65",,"6.44","12","0","41","14","42","9","2.739537284","2.001704394","1.307759654","3.893843931","3.509527297","5.29252381","6.445013316","3.9223502","7.838445406","0","5"
S01008609,The Grange - 06,"977","900","410","20.218896","0.202189","2844.11333799","202188.9518",The Grange,City of Edinburgh,"1033","525","32","13","45","48","0","148","18","7","53","94","6.32","13","3","26","12","46","17","3.97305783","2.922497441","1.403364893","4.78364486","4.425772774","6.37665493","8.913607984","4.475813715","10.44657114","0","5"
S01008610,The Grange - 07,"848","848","416","21.745265","0.217453","3089.37804502","217452.647622",The Grange,City of Edinburgh,"841","516","33","10","45","10","0","67","12","0","84",,"6.36","8","0","9","21","88","18","3.057069575","1.172396816","2.766919222","3.105064516","2.634852594","4.185190476","3.357208137","6.131412146","5.60776533","0","5"
S01008611,Marchmont East and Sciennes - 01,"1421","1111","592","8.906700000000001","0.08906799999999999","1976.47000499","89066.999834",Marchmont East and Sciennes,City of Edinburgh,"1365","1157","29","16","35","15","10","75","9","4","37",,"6.5","23","0","18","18","216","77","2.801238564","2.276803308","2.808729768","2.405","2.704706193","4.776433566","6.33424349","4.730147783","7.192061928","3","5"
S01008612,Marchmont East and Sciennes - 02,"779","779","376","4.311516","0.043116","1065.98590632","43115.170641",Marchmont East and Sciennes,City of Edinburgh,"729","632","31","16","40","244","49","100","13","14","61","90","6.5","28","8","2","4","200","28","3.426861361","2.62551027","3.020949936","1.772207207","2.850962773","4.673152174","6.997304236","5.565844031","7.079521823","0","2"
S01008613,Marchmont East and Sciennes - 03,"798","798","371","11.666671","0.116666","1921.34874775","116666.700877",Marchmont East and Sciennes,City of Edinburgh,"802","582","22","14","35","33","159","81","12","6","59",,"6.67","26","0","6","21","133","25","3.21177005","1.77316416","3.276143484","2.271714286","2.103834586","4.083492063","5.520861529","6.283533835","7.639057018","0","5"
S01008614,Marchmont East and Sciennes - 04,"677","677","307","3.432742","0.034327","916.305168459","34327.410461",Marchmont East and Sciennes,City of Edinburgh,"731","629","38","19","60","115","89","112","12","0","61",,,"28","7","26","6","187","27","3.209723043","0.934294682","2.933297637","2.385333333","1.567533235","3.050729167","1.891211226","7.480997046","5.098589365","0","5"
S01008615,Marchmont East and Sciennes - 05,"869","846","331","5.618534","0.056186","1851.99853418","56185.3530535",Marchmont East and Sciennes,City of Edinburgh,"874","698","17","13","35","27","47","90","10","0","49","90",,"17","0","16","13","204","33","3.313696778","1.075258918","3.106527618","2.334361702","1.442974684","3.284555556","2.873058113","7.362085731","4.76098389","0","5"
S01008616,Marchmont East and Sciennes - 06,"733","733","259","3.24125","0.032412","963.278117881","32412.50531",Marchmont East and Sciennes,City of Edinburgh,"634","543","12","3","5","31","0","42","10","0","56","81","5.92","15","0","10","5","270","24","3.413969986","1.296122101","3.213199181","2.865666667","1.178390177","3.039519231","2.731787176","6.033581173","3.019126876","0","5"
S01008617,Marchmont West - 01,"829","829","281","3.577795","0.035779","935.871092525","35777.9588319",Marchmont West,City of Edinburgh,"785","661","6","2","10","13","16","101","9","0","60",,"6.5","9","0","10","9","235","6","2.836338963","1.851254524","3.325835344","2.297522523","2.04657117","2.848309859","4.256103739","7.303287093","4.794402895","0","5"
S01008618,Marchmont West - 02,"739","739","267","2.730729","0.027308","814.919655182","27307.2834985",Marchmont West,City of Edinburgh,"666","580","8","4","20","47","19","58","10","0","49",,"6.25","13","3","20","8","236","15","2.945608931","1.462811231","3.298399865","2.558931298","1.503914073","2.463522727","3.815027064","7.194698917","2.856820027","0","5"
S01008619,Marchmont West - 03,"520","520","203","2.227469","0.022274","740.196338412","22274.6936335",Marchmont West,City of Edinburgh,"498","407","22","10","40","9","0","55","9","0","43",,,"21","0","2",,"128","10","2.345490385","1.488778846","3.202990385","2.096428571","2.309754808","1.886","4.8435","9.803375000000001","5.930423077","0","5"
S01008620,Marchmont West - 04,"815","815","290","2.880607","0.028806","840.000995796","28806.058429",Marchmont West,City of Edinburgh,"741","639","8","3","15","26","16","75","11","0","41",,"5.9","19","0","11","13","208","13","2.594564417","1.321668712","3.202125767","2.359891304","1.804055215","2.148809524","4.363647239","8.104125766999999","3.735263804","0","5"
S01008621,Marchmont West - 05,"770","770","272","2.496801","0.024969","1037.71886806","24968.01234",Marchmont West,City of Edinburgh,"759","627","10","5","15","7","17","50","10","4","35",,,"7","0","9","7","183","23","2.335243506","0.83349026","2.897288961","1.972892157","2.101785714","1.95875","2.300246753","7.90311039","4.954603896","0","5"
S01008622,Marchmont West - 06,"517","517","200","1.812869","0.018129","753.785612938","18128.6993626",Marchmont West,City of Edinburgh,"512","406","0","2","25","17","0","37","10","0","42",,"6.67","7","4","2","4","81","15","1.534569632","1.343863636","2.393491296","1.620945946","2.474685687","1.835833333","4.71967118","6.735116054","6.548123791","0","5"
S01008623,Marchmont West - 07,"954","869","343","14.990756","0.149907","2405.64878903","149907.560099",Marchmont West,City of Edinburgh,"879","622","19","2","5","24","16","48","11","5","39",,"6.45","27","0","12","17","205","6","2.42192348","2.085469078","2.902544549","2.045125","2.837214361","2.632515528","5.764410377","8.336339099","7.113024109","0","5"
S01008624,Morningside - 01,"781","683","346","44.428883","0.444288","4422.93401119","444288.833329",Morningside,City of Edinburgh,"797","412","42","11","50","63","0","111","9","0","54",,"6.8","26","0","39","13","41","4","3.329491037","1.75265685","2.056978233","2.863189655","3.013982074","4.889761905","6.60162612","7.077644046","8.065515365","0","5"
S01008625,Morningside - 02,"573","566","239","24.369812","0.243698","2697.50275164","243698.115289",Morningside,City of Edinburgh,"607","364","21","16","35","91","250","66","12","5","61",,"6","11","0","39","14","15","7","4.916016579","3.064917103","3.195506108","3.451893939","4.389397906","6.6375","7.670837696","7.9941274","11.23616056","0","3"
S01008626,Morningside - 03,"919","919","388","14.635009","0.14635","2203.33405609","146350.086876",Morningside,City of Edinburgh,"943","620","7","6","15","25","0","61","10","0","38",,"6.05","11","5","26","14","63","10","2.451634929","2.550761697","2.529333515","1.107740113","3.615068009","6.822027027","5.777883569","5.740587595","6.699866703","0","5"
S01008627,Morningside - 04,"759","695","256","17.322517","0.173224","2324.65621362","173225.162968",Morningside,City of Edinburgh,"780","434","6","4","30","10","0","110","14","0","37",,"6.78","5","0","42","27","15","6","4.027269433","1.583297101","1.644150198","2.933","2.718158762","6.266823529","5.202028986","5.801554677","7.351936759","0","5"
S01008628,Morningside - 05,"630","581","262","11.64045","0.116405","2666.03868858","116404.497691",Morningside,City of Edinburgh,"743","516","35","19","65","40","17","109","13","14","56",,"6.38","21","0","22","8","72","14","4.428515873","1.699190476","2.031753968","2.449909091","2.270595238","5.234130435","7.006460317","6.396654762","7.225222222","0","5"
S01008629,Morningside - 06,"571","571","301","5.259144","0.052592","1475.76550682","52591.4366871",Morningside,City of Edinburgh,"649","440","19","14","40","46","21","55","15","7","45",,"5.25","23","8","9","3","71","18","4.024518389","1.177810858","2.166348511","1.059517544","1.291313485","4.3496875","3.935761821","6.264181261","4.134378284","0","5"
S01008630,Morningside - 07,"556","556","277","5.069089","0.050691","1378.84491196","50690.893731",Morningside,City of Edinburgh,"606","461","17","8","35","30","19","93","13","13","55",,"6.5","18","0","1","21","75","23","4.832135791","1.232751799","1.338098022","1.784132653","0.826600719","4.668392857","3.111951439","3.420350719","1.835431655","0","5"
S01008631,Morningside - 08,"786","786","453","4.159439","0.041595","1153.55814033","41594.3791149",Morningside,City of Edinburgh,"966","775","26","28","30","58","42","24","11","0","37",,"6.6","21","0","3","8","161","48","5.050076336","1.304888677","0.878495547","2.539495413","1.578699109","4.401415929","3.441240458","2.020076336","3.99653944","18","5"
S01008632,Merchiston and Greenhill - 01,"918","711","420","26.004831","0.260048","3140.24020255","260048.304167",Merchiston and Greenhill,City of Edinburgh,"797","627","73","92","115","88","25","182","12","6","87",,"6.22","110","9","19","41","101","39","4.959504357","1.550416667","2.000729847","2.356976744","1.700898693","3.726551724","4.677494553","5.893812636","4.750108932","20","2"
S01008633,Merchiston and Greenhill - 02,"952","928","452","41.946212","0.419462","4886.52397182","419462.115538",Merchiston and Greenhill,City of Edinburgh,"951","530","25","18","40","28","18","71","13","0","72",,"6.27","24","3","22","14","40","15","4.503258929","2.207071954","2.899217437","2.997","3.317597164","2.400801887","7.177436975","7.25762605","8.034944853000001","5","5"
S01008634,Merchiston and Greenhill - 03,"727","727","276","12.021293","0.120213","2247.1559118","120212.93245",Merchiston and Greenhill,City of Edinburgh,"765","527","14","7","25","32","0","83","9","5","45",,"6.11","10","0","12","17","87","24","3.597015131","1.607331499","2.244676754","3.049789474","2.647389959","3.167112676","6.415563961","7.262871389","8.488875516","0","5"
S01008635,Merchiston and Greenhill - 04,"850","824","362","13.994255","0.139943","3126.08250726","139942.55478",Merchiston and Greenhill,City of Edinburgh,"838","579","16","11","35","39","0","101","12","0","58","90","6.45","14","0","7","28","67","11","3.122670588","1.917941176","1.969282353","2.737773973","2.087488235","3.115154639","5.889735294","5.239682353","5.349544118","0","5"
S01008636,Merchiston and Greenhill - 05,"861","861","367","13.254416","0.132544","3194.90723146","132544.156981",Merchiston and Greenhill,City of Edinburgh,"879","613","13","10","35","15","36","62","11","5","55",,"6.11","17","6","8","27","116","17","3.847566783","1.071083043","2.307349013","2.2765625","1.60818525","3.430217391","3.026260163","4.649036005","3.607038328","0","5"
